sales_id,transaction_number,sales_date,store_id,store_city,customer_id,first_name,last_name,product_id,product_name,category_name,quantity,price,discount,sales
40444,5N3WA8QX0DCU11XLPLIB,2018-03-08 17:05:44.67,6,Denpasar,7160,Jerrod,Griffin,183,Spice - Peppercorn Melange,Dairy,2,6.2154,0.0,12.4308
40445,15Z014MEDSGQUR19ST2U,2018-02-04 10:49:40.76,4,Depok,54918,Kimberly,Evans,140,"Oregano - Dry, Rubbed",Produce,14,68.1326,0.0,953.8564
40446,F9COVR3MMUQ4R4H4V843,2018-01-21 21:33:17.4,5,Bandung,56773,Beverly,Schroeder,313,Veal - Slab Bacon,Produce,15,39.9111,0.2,478.9332
40447,MLV36AWCXSGGKMVNC6DJ,2018-01-14 14:34:19.3,4,Depok,8144,Telly,Alvarez,25,Soupcontfoam16oz 116con,Snails,3,80.7666,0.0,242.2998
40448,QXQM2MJ5WKXQ2SOGKOG6,2018-04-18 00:07:23.51,6,Denpasar,20866,Brooke,Hunter,98,Shrimp - 31/40,Cereals,6,99.8755,0.0,599.253
40449,P2AN7IMGJ2QJRVN5H4ND,2018-02-06 03:41:45.96,4,Depok,1383,Randall,Stein,450,Wine - Vidal Icewine Magnotta,Cereals,1,7.107,0.0,7.107
40450,17IQHT76RIWCH1VFZU4X,2018-02-02 21:53:11.47,5,Bandung,76927,Chasity,Wright,245,Grouper - Fresh,Confections,20,37.6791,0.0,753.582
40451,CI76BW0B3JST3NURXPPE,2018-03-25 17:44:31.62,3,Tangerang,52014,Lamar,Briggs,253,Wanton Wrap,Meat,14,76.24,0.0,1067.36
40452,RJU79USPH9JGIOOBJ6W6,2018-04-08 01:01:26.37,1,Jakarta,54194,Melvin,Mc Millan,227,Cheese - Taleggio D.o.p.,Beverages,14,55.4699,0.0,776.5786
40453,OZ3JED0O24FIDLZCZ128,2018-03-09 22:35:17.2,1,Jakarta,78821,Gabriela,Johnson,153,Arizona - Green Tea,Dairy,20,70.2382,0.0,1404.764
40454,L99CKZ5GDJS7F2KQNUGR,2018-04-07 16:45:09.48,6,Denpasar,74302,Cristina,Richardson,57,Sausage - Breakfast,Cereals,19,12.2145,0.0,232.0755
40455,F54X52PYJ4UY93PU6UEU,2018-02-22 12:35:22.56,2,Bogor,93163,Kristina,Sweeney,108,Pasta - Orecchiette,Confections,24,79.0038,0.1,1706.48208
40456,OLMAXIEMC6LGJ644FFWG,2018-05-04 19:27:13.72,2,Bogor,58667,Jonathon,Sanders,378,Bread Foccacia Whole,Poultry,15,90.7877,0.0,1361.8155
40457,UEY95ZUWG02WTQJHM7KA,2018-02-05 09:51:46.46,1,Jakarta,12043,Jarrod,Hickman,237,Mayonnaise - Individual Pkg,Grain,4,65.6303,0.0,262.5212
40458,7X8HQWLPREHEQU7O1RIJ,2018-05-01 03:53:20.43,4,Depok,66538,Lakesha,Barry,92,"Wine - Red, Colio Cabernet",Confections,17,60.2161,0.2,818.93896
40459,V6JJQFKNS8C56MGPRF39,2018-03-06 03:56:02.53,1,Jakarta,94563,Cathy,Sherman,321,"Potatoes - Instant, Mashed",Confections,24,10.4007,0.0,249.6168
40460,PLLI3WCSLF1QLCRPX0H0,2018-02-04 06:39:01.7,2,Bogor,24693,Bryan,Montes,448,Gatorade - Xfactor Berry,Beverages,7,76.8988,0.0,538.2916
40461,Z659K7RY9BFAJ6KX1MJ8,2018-04-20 10:20:52.89,1,Jakarta,93282,Cameron,Beck,124,Macaroons - Two Bite Choc,Dairy,24,18.2891,0.0,438.9384
40462,7SAEKAO0UFL95QFG9JPK,2018-01-16 03:39:26.59,2,Bogor,76990,Jackie,Monroe,226,"Chestnuts - Whole,canned",Snails,20,92.0872,0.0,1841.744
40463,B3MG266RWDXR7RDUUZW2,2018-03-03 23:20:57.77,6,Denpasar,66890,Earnest,Anthony,229,Bread - Hot Dog Buns,Poultry,17,57.9838,0.2,788.57968
40464,FWT1EF5HR2UO0VPOXH4H,2018-03-01 14:36:52.41,3,Tangerang,44671,Beverly,Shepherd,280,Onion Powder,Beverages,12,61.8352,0.0,742.0224
40465,X2NHXY1LEJSIVV7SFOQ1,2018-05-08 14:12:51.32,2,Bogor,53797,Katrina,Gonzalez,18,"Lamb - Whole, Fresh",Snails,14,23.3966,0.0,327.5524
40466,4A336VO6WHRKPHU5JGH3,2018-04-24 07:52:37.23,5,Bandung,39100,Anne,Mc Connell,268,Vanilla Beans,Poultry,10,97.8435,0.0,978.435
40467,CJ1550IVITEGZTRJER2D,2018-01-06 04:46:00.85,2,Bogor,52651,Ellen,Guzman,209,Sugar - Fine,Cereals,14,32.9885,0.0,461.839
40468,I11X6DDMW78XDRR2X1V5,2018-02-09 20:30:57.91,1,Jakarta,69458,Jake,Moyer,61,Sardines,Grain,18,62.546,0.0,1125.828
40469,EOC3QO2L4OEQHUH07YM5,2018-01-18 18:05:46.44,3,Tangerang,78224,Leo,Hughes,141,Tea - Herbal Sweet Dreams,Confections,20,10.964,0.0,219.28
40470,LL5JL1ZHGP6733DOTGPA,2018-04-25 10:17:27.41,2,Bogor,96162,Dean,Miller,172,Sherry - Dry,Beverages,25,16.0013,0.2,320.026
40471,RIT6WWA2Q2902S27K4M3,2018-04-07 13:00:51.29,5,Bandung,33960,Carlos,Rasmussen,209,Sugar - Fine,Cereals,9,32.9885,0.2,237.5172
40472,OZ8IEQ3BDIWU8U3BCP4O,2018-01-27 23:55:25.27,3,Tangerang,20790,Ebony,Cook,412,Lettuce - California Mix,Beverages,6,16.0456,0.2,77.01888
40473,QNX70BBH9B37W3JLNH57,2018-04-12 05:31:46.89,6,Denpasar,91383,Harvey,Carey,203,"Chicken - Leg, Boneless",Confections,24,59.9557,0.0,1438.9368
40474,CJC5UYZV8FHEPXBABDFS,2018-02-11 17:23:48.64,1,Jakarta,67391,Ruben,Adkins,314,Salmon Steak - Cohoe 8 Oz,Shell fish,18,5.6015,0.0,100.827
40475,47TNCQJQO7ZHOE3L16CB,2018-02-18 19:41:48.3,6,Denpasar,57415,Jenna,Cox,81,Cookies - Assorted,Shell fish,15,86.6483,0.0,1299.7245
40476,1VLS657BC4QEW7CIHH7G,2018-03-07 00:29:17.39,6,Denpasar,23322,Moses,Serrano,81,Cookies - Assorted,Shell fish,6,86.6483,0.1,467.90082
40477,J8IW1J8PA63G83C8U5LB,2018-04-05 14:49:03.42,4,Depok,16955,Chester,Rose,34,Mustard Prepared,Seafood,5,43.3463,0.0,216.7315
40478,C282S6Q2JP4VGHM3V4MZ,2018-02-07 10:53:46.1,3,Tangerang,71263,Norman,Kaiser,443,Lettuce - Spring Mix,Shell fish,19,90.0169,0.0,1710.3211
40479,2YMYN40ANCM4Q659U9CH,2018-05-08 03:30:36.2,3,Tangerang,74772,Tim,Moss,148,Beer - Sleemans Cream Ale,Produce,19,28.5553,0.0,542.5507
40480,QHYKSLP5Y0ZBSA4M342Q,2018-01-14 12:59:27.11,2,Bogor,593,Diana,Everett,251,"Oranges - Navel, 72",Beverages,1,11.7087,0.0,11.7087
40482,OBNSYW0NQ49QUT4FT2B8,2018-04-10 07:51:14.11,6,Denpasar,51626,Kristen,Farley,265,"Mushroom - Porcini, Dry",Snails,14,13.9292,0.0,195.0088
40483,X5PUSYNXP9KGN81VYREG,2018-04-07 15:59:14.83,3,Tangerang,59932,Janine,Patterson,396,Tea - Jasmin Green,Seafood,16,36.9165,0.0,590.664
40484,BQZR5HC8KT72TQ6XY5XD,2018-02-14 07:27:40.41,4,Depok,42417,Tina,Arias,11,Garbage Bags - Clear,Poultry,11,6.2949,0.0,69.2439
40485,0VPA6L2KVAWR5MEQ2NHB,2018-03-30 11:53:00.92,1,Jakarta,88238,Raquel,Orr,167,Knife Plastic - White,Produce,23,78.8615,0.0,1813.8145
40486,5GDDUHVYZMH3GAVAGYW9,2018-03-29 03:07:52.55,6,Denpasar,70563,Brandie,Conner,417,"Lamb - Pieces, Diced",Beverages,18,43.3781,0.0,780.8058
40487,PIAAN4R7VIF10UEBWC37,2018-01-02 10:28:11.46,6,Denpasar,74593,Warren,Chaney,328,Tuna - Salad Premix,Seafood,19,96.8781,0.0,1840.6839
40488,VOFOPBIFLOL20FX327C3,2018-01-01 20:55:46.5,2,Bogor,95727,Ashley,Mc Carthy,78,Wine - Magnotta - Belpaese,Dairy,25,30.4202,0.0,760.505
40489,3411FFGYKLS12UUUMXT9,2018-05-06 21:13:06.43,1,Jakarta,58989,Stefanie,Fletcher,116,Steam Pan - Half Size Deep,Cereals,15,5.736,0.0,86.04
40490,9TUZZFH8T5Q4VRKEMAV1,2018-02-11 21:27:23.52,3,Tangerang,80444,Gerard,Warren,101,"Soup - Campbells, Lentil",Dairy,21,83.011,0.0,1743.231
40491,12T0YL38G9JTZTA62F0Z,2018-03-06 11:41:56.59,3,Tangerang,6098,Carey,Mann,344,Sausage - Liver,Shell fish,2,63.5389,0.0,127.0778
40492,QG1X72AGZNY7B8Q1Y1TE,2018-04-28 15:46:08.69,5,Bandung,44765,Anita,Camacho,239,"Soup - Campbells, Cream Of",Beverages,12,7.6019,0.0,91.2228
40493,DW7AWX98JUU2QBMR3RIS,2018-03-06 07:16:08.81,1,Jakarta,72963,Mike,Rocha,70,Squid - Tubes / Tenticles 10/20,Dairy,19,63.1846,0.0,1200.5074
40494,GMLMNLK44E7LPCKTNB41,2018-01-22 08:31:08.66,6,Denpasar,65346,Sheryl,Wade,131,Anchovy Paste - 56 G Tube,Cereals,17,40.8967,0.0,695.2439
40495,FS35LW39V9AL8W9MN8BO,2018-01-22 11:17:26.57,4,Depok,62093,Roger,Rubio,206,Cocoa Butter,Cereals,16,77.56,0.2,992.768
40496,FGNH0Y2YFGDRJ1THG2PG,2018-05-05 12:22:21.93,6,Denpasar,89911,Leroy,Moon,23,Crab - Imitation Flakes,Produce,23,79.0184,0.1,1635.68088
40497,94WZHGA7Z2TC50CGOLX1,2018-04-20 14:59:31.95,1,Jakarta,38670,Megan,Kirk,163,Tomatoes Tear Drop,Seafood,10,11.7708,0.0,117.708
40498,FTWUPVG576M786BQHIHR,2018-04-13 01:47:24.23,4,Depok,66705,Lena,Duke,287,Bread - Italian Roll With Herbs,Meat,17,57.709,0.0,981.053
40499,GDKED0H0SGRFJTBZ4RLU,2018-05-05 01:23:33.39,5,Bandung,52122,Lorraine,Koch,165,Bread Crumbs - Japanese Style,Seafood,14,0.0449,0.0,0.6286
40500,SW65WU1Q62F9KYFBFCUY,2018-03-10 02:52:53.36,5,Bandung,15819,Bret,Sutton,324,Apricots - Dried,Snails,5,87.9023,0.0,439.5115
40501,EPUSPCZQCRWXPOHD9G6G,2018-02-20 02:57:03.54,3,Tangerang,4123,Stephen,Landry,105,Ecolab - Mikroklene 4/4 L,Confections,2,68.8789,0.0,137.7578
40502,MEC5YUWOOFRVWD7CD7H1,2018-01-16 16:47:16.55,4,Depok,37445,Arturo,Best,416,Baking Powder,Snails,10,84.6763,0.0,846.763
40503,TAJCVAYY6VOIVSAIMQH3,2018-04-13 18:03:21.4,4,Depok,41401,Herman,Middleton,410,Fenngreek Seed,Seafood,11,18.356,0.0,201.916
40504,NC51SA91V9OFAS3ST2KX,2018-03-31 06:01:37.06,4,Depok,3980,Stacy,Fisher,278,Apricots - Halves,Produce,2,0.3735,0.1,0.6723
40505,IK2C1LWUQG0XW5YEA2ZO,2018-02-20 17:24:18.56,3,Tangerang,42968,Tammie,Landry,37,"Nut - Pistachio, Shelled",Meat,11,80.3171,0.0,883.4881
40506,ALZ3K06PTOW5C5S2PRPC,2018-03-07 08:52:20.18,5,Bandung,31225,Billy,Boyd,294,Wine - Alsace Gewurztraminer,Snails,8,80.7133,0.0,645.7064
40507,4SOHDM5EIZL9T7Y39GLQ,2018-02-26 17:49:06.35,2,Bogor,61571,Alonzo,Booth,24,"Beer - Alexander Kieths, Pale Ale",Cereals,16,89.037,0.0,1424.592
40508,XS3RK05BLBABQ5TBL6D0,2018-05-05 19:29:39.48,1,Jakarta,11430,Herbert,Mooney,292,Turkey - Oven Roast Breast,Grain,3,34.5364,0.0,103.6092
40509,BOBWJYUZGA4M27ZKQTM0,2018-01-27 05:11:28.56,3,Tangerang,16887,Ben,Ochoa,429,Beef - Short Loin,Dairy,5,57.6013,0.1,259.20585
40510,WOBX314RN97PTM3SU01B,2018-02-17 21:03:21.17,4,Depok,69842,Jess,Walter,28,Sobe - Tropical Energy,Poultry,18,12.3153,0.0,221.6754
40511,505ONYTRVDR08E00YGXP,2018-04-27 12:06:05.18,1,Jakarta,41712,Owen,Wolfe,344,Sausage - Liver,Shell fish,11,63.5389,0.0,698.9279
40512,T1WX8LWSVSKOQRN59F2A,2018-01-30 04:38:10.29,4,Depok,39540,Felix,Hunter,246,Ice Cream Bar - Hageen Daz To,Poultry,11,48.5371,0.0,533.9081
40513,RWFOL83RWK4L4CZ9RFDX,2018-05-07 22:58:00.36,5,Bandung,90525,Kathryn,Cohen,397,Juice - Happy Planet,Confections,23,20.8169,0.0,478.7887
40514,0L7BHMCUP1UF714G8NCT,2018-05-03 00:22:44.23,2,Bogor,93970,Hector,Hurst,71,Cheese - Wine,Seafood,24,74.4076,0.0,1785.7824
40515,Z7F3MFOWI0PD1RA8D3LQ,2018-02-20 14:56:35.41,5,Bandung,36845,Hector,Cooke,281,"Bar Mix - Pina Colada, 355 Ml",Shell fish,10,33.0839,0.0,330.839
40516,7JA6WAUSIR03Y0DR7V7O,2018-03-05 22:47:47.59,1,Jakarta,41656,Geoffrey,Barron,311,Wonton Wrappers,Poultry,11,40.206,0.0,442.266
40517,71416AU8VJR33SO4XP4T,2018-01-13 18:21:38.06,6,Denpasar,17059,Kristen,Hall,282,"Lemonade - Natural, 591 Ml",Snails,5,56.1506,0.0,280.753
40518,Z8O92QXG58E1YZH54Q00,2018-04-10 20:11:46.18,5,Bandung,24474,Laura,Hansen,218,Barramundi,Grain,7,85.1933,0.2,477.08248
40519,N890U8ONA62VU7TFR3JW,2018-04-13 11:27:56.86,3,Tangerang,55193,Bonnie,Andrade,114,Veal - Osso Bucco,Grain,14,79.5638,0.0,1113.8932
40520,QBD14S6YTY4SKCZF88H8,2018-04-12 11:28:59.86,1,Jakarta,81993,Alvin,Le,54,"Liners - Banana, Paper",Poultry,21,53.5592,0.0,1124.7432
40521,V1B64SOQCNG3RWXWZPGI,2018-05-07 03:44:39.85,4,Depok,63267,Cory,Horton,392,Puree - Passion Fruit,Beverages,17,98.8263,0.0,1680.0471
40522,H7Y29UTZIV2OYV91V0ZI,2018-04-23 10:56:50.72,4,Depok,55683,Tara,Galloway,131,Anchovy Paste - 56 G Tube,Cereals,15,40.8967,0.0,613.4505
40523,GBNOSF2J9I1Q5DTC3UXV,2018-01-09 07:32:54.43,1,Jakarta,10470,Julio,Ward,398,Wine - Wyndham Estate Bin 777,Produce,3,42.3632,0.1,114.38064
40524,TSEFT1NU3PG0F0WADHFR,2018-05-07 23:03:34.39,5,Bandung,96539,Jeannette,Dennis,40,Cocktail Napkin Blue,Grain,25,8.9372,0.0,223.43
40525,9D1XTHFOS62NIMJ99ZDE,2018-03-24 06:23:49.86,1,Jakarta,90065,Darnell,Dominguez,280,Onion Powder,Beverages,23,61.8352,0.0,1422.2096
40526,6SKQPDX2PDI3AKECH0K8,2018-05-06 18:31:18.72,1,Jakarta,87955,Micah,Harper,422,"Garlic - Primerba, Paste",Beverages,23,50.2892,0.0,1156.6516
40527,BIEDXED04H1DQ2KG734H,2018-02-02 05:44:42.47,3,Tangerang,46586,Shelley,Kidd,342,Mangoes,Confections,12,69.5881,0.0,835.0572
40528,2TJJ724XRYS5KUA5DSYK,2018-01-06 15:24:16.6,6,Denpasar,26037,Rebekah,Mcgrath,73,Appetizer - Sausage Rolls,Produce,7,48.1907,0.0,337.3349
40529,KVGQJHUVAWGQJ8PUTPC9,2018-03-21 18:14:20.32,2,Bogor,5299,Damion,Mata,109,Muffin - Zero Transfat,Confections,2,49.3791,0.0,98.7582
